"replicate_number","estimated_QST","p_value_pos","p_value_neg","p_value"
325,0.426909408746735,0.953046953046953,0.047952047952048,0.057
328,0.612015498827165,0.448551448551449,0.552447552447552,0.964
337,0.62839878489107,0.380619380619381,0.62037962037962,0.804
336,0.563549566819483,0.631368631368631,0.36963036963037,0.69
335,0.550581167525347,0.667332667332667,0.333666333666334,0.602
334,0.571459208618364,0.616383616383616,0.384615384615385,0.729
333,0.566904567339092,0.641358641358641,0.35964035964036,0.65
338,0.432138011103234,0.948051948051948,0.0529470529470529,0.064
339,0.613957486512249,0.466533466533467,0.534465534465534,0.963
340,0.577815782244386,0.598401598401598,0.402597402597403,0.744
359,0.621550378450102,0.415584415584416,0.585414585414585,0.887
360,0.476891377630295,0.906093906093906,0.0949050949050949,0.134
356,0.485048584266043,0.869130869130869,0.131868131868132,0.207
355,0.707042710124223,0.117882117882118,0.883116883116883,0.299
358,0.272848920068826,0.999000999000999,0.001998001998002,0.001
354,0.696437647388307,0.150849150849151,0.85014985014985,0.367
352,0.524449847589013,0.776223776223776,0.224775224775225,0.359
357,0.513893304126841,0.767232767232767,0.233766233766234,0.39
353,0.65198178981066,0.318681318681319,0.682317682317682,0.693
400,0.340253362389903,0.986013986013986,0.014985014985015,0.014
397,0.384722394701742,0.988011988011988,0.012987012987013,0.014
399,0.595950461169486,0.566433566433566,0.434565434565435,0.85
398,0.492217311289438,0.838161838161838,0.162837162837163,0.255
395,0.841009489243372,0.00599400599400599,0.995004995004995,0.026
396,0.609085617976487,0.494505494505495,0.506493506493506,0.991
351,0.543160696490838,0.717282717282717,0.283716283716284,0.512
394,0.645484619030201,0.298701298701299,0.702297702297702,0.701
393,0.626313236599153,0.378621378621379,0.622377622377622,0.807
368,0.486601300999206,0.867132867132867,0.133866133866134,0.188
361,0.580115503172839,0.604395604395604,0.396603396603397,0.761
370,0.53143413863156,0.721278721278721,0.27972027972028,0.446
365,0.698219509576949,0.185814185814186,0.815184815184815,0.408
371,0.522056522401346,0.771228771228771,0.22977022977023,0.363
369,0.550096510257968,0.736263736263736,0.264735264735265,0.504
372,0.681380713046309,0.212787212787213,0.788211788211788,0.474
362,0.694516461263014,0.15984015984016,0.841158841158841,0.37
367,0.557949761311977,0.66033966033966,0.340659340659341,0.623
363,0.615521687373078,0.44955044955045,0.551448551448551,0.96
364,0.438981846154378,0.939060939060939,0.0619380619380619,0.084
381,0.5649160034364,0.648351648351648,0.352647352647353,0.645
366,0.544415609609905,0.693306693306693,0.307692307692308,0.525
374,0.420725370291213,0.964035964035964,0.036963036963037,0.04
380,0.535793287315365,0.744255744255744,0.256743256743257,0.477
373,0.692063838115289,0.191808191808192,0.809190809190809,0.43
382,0.571771581808077,0.622377622377622,0.378621378621379,0.719
377,0.592515634834713,0.545454545454545,0.455544455544456,0.842
378,0.43473242857718,0.935064935064935,0.0659340659340659,0.078
392,0.6427468563479,0.362637362637363,0.638361638361638,0.776
391,0.804882407434044,0.004995004995005,0.996003996003996,0.039
385,0.518820208839389,0.807192807192807,0.193806193806194,0.328
375,0.63416311293393,0.344655344655345,0.656343656343656,0.741
379,0.450078953164168,0.919080919080919,0.0819180819180819,0.1
376,0.551289338751304,0.75024975024975,0.250749250749251,0.49
386,0.499044174065181,0.854145854145854,0.146853146853147,0.246
383,0.601954090938792,0.520479520479521,0.480519480519481,0.923
387,0.474077532142896,0.882117882117882,0.118881118881119,0.15
384,0.292741133614854,0.999000999000999,0.001998001998002,0.001
389,0.595532132243113,0.477522477522478,0.523476523476524,0.932
390,0.49814258180812,0.816183816183816,0.184815184815185,0.266
388,0.651726887052346,0.303696303696304,0.697302697302697,0.668
410,0.516640949720719,0.799200799200799,0.201798201798202,0.328
407,0.431765638770248,0.969030969030969,0.031968031968032,0.04
408,0.536686857678104,0.751248751248751,0.24975024975025,0.466
411,0.690506213968248,0.137862137862138,0.863136863136863,0.32
403,0.444070818289572,0.942057942057942,0.0589410589410589,0.063
414,0.61653720834213,0.442557442557443,0.558441558441558,0.884
406,0.502413013145255,0.826173826173826,0.174825174825175,0.279
409,0.63112688963871,0.401598401598402,0.599400599400599,0.899
450,0.778793645656,0.023976023976024,0.977022977022977,0.103
401,0.511479069180071,0.798201798201798,0.202797202797203,0.352
404,0.62938896142765,0.406593406593407,0.594405594405594,0.853
405,0.198942555829441,1,0.000999000999000999,0
445,0.803405307543895,0.004995004995005,0.996003996003996,0.037
449,0.434302923495736,0.936063936063936,0.0649350649350649,0.079
447,0.660749209975451,0.241758241758242,0.759240759240759,0.557
413,0.803593975264438,0.011988011988012,0.989010989010989,0.057
448,0.655447684007094,0.283716283716284,0.717282717282717,0.614
446,0.537121987587935,0.726273726273726,0.274725274725275,0.459
444,0.502208368351367,0.834165834165834,0.166833166833167,0.235
421,0.408075806867809,0.972027972027972,0.028971028971029,0.031
418,0.489517970342711,0.862137862137862,0.138861138861139,0.224
416,0.335835101253199,0.998001998001998,0.002997002997003,0.002
420,0.410762378512631,0.958041958041958,0.042957042957043,0.049
412,0.813880036370046,0.016983016983017,0.984015984015984,0.048
423,0.579702494403872,0.581418581418581,0.41958041958042,0.8
419,0.566488277099772,0.611388611388611,0.38961038961039,0.732
422,0.552859917308387,0.73026973026973,0.270729270729271,0.519
417,0.599328461444048,0.525474525474525,0.475524475524476,0.872
432,0.51941662118943,0.791208791208791,0.20979020979021,0.346
415,0.435070464453093,0.94005994005994,0.0609390609390609,0.08
431,0.502178660724316,0.84015984015984,0.160839160839161,0.257
433,0.466257676561656,0.91008991008991,0.0909090909090909,0.135
425,0.537037207708831,0.716283716283716,0.284715284715285,0.496
